,similarity_measure,quality_measure,model,value,domain,architecture,representation_dataset,identifier
187,RSMNormDifference,correlation,NLP_BERT-L_sst2_Augmentation_0_3_None,0.932199618563255,NLP,BERT-L,sst2,Augmentation_0
188,RSMNormDifference,violation_rate,NLP_BERT-L_sst2_Augmentation_0_4_None,0.038461538461538464,NLP,BERT-L,sst2,Augmentation_0
189,RSMNormDifference,correlation,NLP_BERT-L_sst2_Augmentation_0_4_None,0.839701207883026,NLP,BERT-L,sst2,Augmentation_0
190,ConcentricityDifference,violation_rate,NLP_BERT-L_sst2_Augmentation_0_0_None,0.07342657342657342,NLP,BERT-L,sst2,Augmentation_0
191,ConcentricityDifference,correlation,NLP_BERT-L_sst2_Augmentation_0_0_None,0.931050010595465,NLP,BERT-L,sst2,Augmentation_0
192,ConcentricityDifference,violation_rate,NLP_BERT-L_sst2_Augmentation_0_1_None,0.04020979020979021,NLP,BERT-L,sst2,Augmentation_0
193,ConcentricityDifference,correlation,NLP_BERT-L_sst2_Augmentation_0_1_None,0.9677405927405928,NLP,BERT-L,sst2,Augmentation_0
194,ConcentricityDifference,violation_rate,NLP_BERT-L_sst2_Augmentation_0_2_None,0.0,NLP,BERT-L,sst2,Augmentation_0
195,ConcentricityDifference,correlation,NLP_BERT-L_sst2_Augmentation_0_2_None,1.0,NLP,BERT-L,sst2,Augmentation_0
196,ConcentricityDifference,violation_rate,NLP_BERT-L_sst2_Augmentation_0_3_None,0.038461538461538464,NLP,BERT-L,sst2,Augmentation_0
197,ConcentricityDifference,correlation,NLP_BERT-L_sst2_Augmentation_0_3_None,0.9684981684981686,NLP,BERT-L,sst2,Augmentation_0
198,ConcentricityDifference,violation_rate,NLP_BERT-L_sst2_Augmentation_0_4_None,0.038461538461538464,NLP,BERT-L,sst2,Augmentation_0
199,ConcentricityDifference,correlation,NLP_BERT-L_sst2_Augmentation_0_4_None,0.952500529773257,NLP,BERT-L,sst2,Augmentation_0
200,MagnitudeDifference,violation_rate,NLP_BERT-L_sst2_Augmentation_0_0_None,0.3688811188811189,NLP,BERT-L,sst2,Augmentation_0
201,MagnitudeDifference,correlation,NLP_BERT-L_sst2_Augmentation_0_0_None,0.4799072139981231,NLP,BERT-L,sst2,Augmentation_0
202,MagnitudeDifference,violation_rate,NLP_BERT-L_sst2_Augmentation_0_1_None,0.4230769230769231,NLP,BERT-L,sst2,Augmentation_0
203,MagnitudeDifference,correlation,NLP_BERT-L_sst2_Augmentation_0_1_None,0.3587162837162837,NLP,BERT-L,sst2,Augmentation_0
204,MagnitudeDifference,violation_rate,NLP_BERT-L_sst2_Augmentation_0_2_None,0.3181818181818182,NLP,BERT-L,sst2,Augmentation_0
205,MagnitudeDifference,correlation,NLP_BERT-L_sst2_Augmentation_0_2_None,0.6108838131565405,NLP,BERT-L,sst2,Augmentation_0
206,MagnitudeDifference,violation_rate,NLP_BERT-L_sst2_Augmentation_0_3_None,0.41083916083916083,NLP,BERT-L,sst2,Augmentation_0
207,MagnitudeDifference,correlation,NLP_BERT-L_sst2_Augmentation_0_3_None,0.4355591378318651,NLP,BERT-L,sst2,Augmentation_0
208,MagnitudeDifference,violation_rate,NLP_BERT-L_sst2_Augmentation_0_4_None,0.3811188811188811,NLP,BERT-L,sst2,Augmentation_0
209,MagnitudeDifference,correlation,NLP_BERT-L_sst2_Augmentation_0_4_None,0.511779129960948,NLP,BERT-L,sst2,Augmentation_0
210,UniformityDifference,violation_rate,NLP_BERT-L_sst2_Augmentation_0_0_None,0.1258741258741259,NLP,BERT-L,sst2,Augmentation_0
211,UniformityDifference,correlation,NLP_BERT-L_sst2_Augmentation_0_0_None,0.8010459376637907,NLP,BERT-L,sst2,Augmentation_0
212,UniformityDifference,violation_rate,NLP_BERT-L_sst2_Augmentation_0_1_None,0.07167832167832168,NLP,BERT-L,sst2,Augmentation_0
213,UniformityDifference,correlation,NLP_BERT-L_sst2_Augmentation_0_1_None,0.8066274853970565,NLP,BERT-L,sst2,Augmentation_0
214,UniformityDifference,violation_rate,NLP_BERT-L_sst2_Augmentation_0_2_None,0.21853146853146854,NLP,BERT-L,sst2,Augmentation_0
215,UniformityDifference,correlation,NLP_BERT-L_sst2_Augmentation_0_2_None,0.7660574286268951,NLP,BERT-L,sst2,Augmentation_0
216,UniformityDifference,violation_rate,NLP_BERT-L_sst2_Augmentation_0_3_None,0.19055944055944055,NLP,BERT-L,sst2,Augmentation_0
217,UniformityDifference,correlation,NLP_BERT-L_sst2_Augmentation_0_3_None,0.748856744610963,NLP,BERT-L,sst2,Augmentation_0
218,UniformityDifference,violation_rate,NLP_BERT-L_sst2_Augmentation_0_4_None,0.13986013986013987,NLP,BERT-L,sst2,Augmentation_0
219,UniformityDifference,correlation,NLP_BERT-L_sst2_Augmentation_0_4_None,0.7492484135425536,NLP,BERT-L,sst2,Augmentation_0
220,CKA,violation_rate,NLP_BERT-L_sst2_Augmentation_0_0_None,0.017482517482517484,NLP,BERT-L,sst2,Augmentation_0
221,CKA,correlation,NLP_BERT-L_sst2_Augmentation_0_0_None,0.9581781854509127,NLP,BERT-L,sst2,Augmentation_0
222,CKA,violation_rate,NLP_BERT-L_sst2_Augmentation_0_1_None,0.013986013986013986,NLP,BERT-L,sst2,Augmentation_0
223,CKA,correlation,NLP_BERT-L_sst2_Augmentation_0_1_None,0.9737762237762237,NLP,BERT-L,sst2,Augmentation_0
224,CKA,violation_rate,NLP_BERT-L_sst2_Augmentation_0_2_None,0.03671328671328671,NLP,BERT-L,sst2,Augmentation_0
225,CKA,correlation,NLP_BERT-L_sst2_Augmentation_0_2_None,0.9779349438440348,NLP,BERT-L,sst2,Augmentation_0
226,CKA,violation_rate,NLP_BERT-L_sst2_Augmentation_0_3_None,0.019230769230769232,NLP,BERT-L,sst2,Augmentation_0
227,CKA,correlation,NLP_BERT-L_sst2_Augmentation_0_3_None,0.9564261496079677,NLP,BERT-L,sst2,Augmentation_0
228,CKA,violation_rate,NLP_BERT-L_sst2_Augmentation_0_4_None,0.03146853146853147,NLP,BERT-L,sst2,Augmentation_0
229,CKA,correlation,NLP_BERT-L_sst2_Augmentation_0_4_None,0.9499023703569158,NLP,BERT-L,sst2,Augmentation_0
