,similarity_measure,quality_measure,model,value,domain,architecture,representation_dataset,identifier
188,RSMNormDifference,violation_rate,NLP_BERT-L_mnli_Augmentation_0_4_None,0.05944055944055944,NLP,BERT-L,mnli,Augmentation_0
189,RSMNormDifference,correlation,NLP_BERT-L_mnli_Augmentation_0_4_None,0.8290845518118246,NLP,BERT-L,mnli,Augmentation_0
190,ConcentricityDifference,violation_rate,NLP_BERT-L_mnli_Augmentation_0_0_None,0.038461538461538464,NLP,BERT-L,mnli,Augmentation_0
191,ConcentricityDifference,correlation,NLP_BERT-L_mnli_Augmentation_0_0_None,0.9689076075439712,NLP,BERT-L,mnli,Augmentation_0
192,ConcentricityDifference,violation_rate,NLP_BERT-L_mnli_Augmentation_0_1_None,0.0,NLP,BERT-L,mnli,Augmentation_0
193,ConcentricityDifference,correlation,NLP_BERT-L_mnli_Augmentation_0_1_None,1.0,NLP,BERT-L,mnli,Augmentation_0
194,ConcentricityDifference,violation_rate,NLP_BERT-L_mnli_Augmentation_0_2_None,0.0,NLP,BERT-L,mnli,Augmentation_0
195,ConcentricityDifference,correlation,NLP_BERT-L_mnli_Augmentation_0_2_None,1.0,NLP,BERT-L,mnli,Augmentation_0
196,ConcentricityDifference,violation_rate,NLP_BERT-L_mnli_Augmentation_0_3_None,0.0,NLP,BERT-L,mnli,Augmentation_0
197,ConcentricityDifference,correlation,NLP_BERT-L_mnli_Augmentation_0_3_None,1.0,NLP,BERT-L,mnli,Augmentation_0
198,ConcentricityDifference,violation_rate,NLP_BERT-L_mnli_Augmentation_0_4_None,0.02097902097902098,NLP,BERT-L,mnli,Augmentation_0
199,ConcentricityDifference,correlation,NLP_BERT-L_mnli_Augmentation_0_4_None,0.9777389277389279,NLP,BERT-L,mnli,Augmentation_0
200,MagnitudeDifference,violation_rate,NLP_BERT-L_mnli_Augmentation_0_0_None,0.34965034965034963,NLP,BERT-L,mnli,Augmentation_0
201,MagnitudeDifference,correlation,NLP_BERT-L_mnli_Augmentation_0_0_None,0.5499871340780431,NLP,BERT-L,mnli,Augmentation_0
202,MagnitudeDifference,violation_rate,NLP_BERT-L_mnli_Augmentation_0_1_None,0.3881118881118881,NLP,BERT-L,mnli,Augmentation_0
203,MagnitudeDifference,correlation,NLP_BERT-L_mnli_Augmentation_0_1_None,0.3839894953531316,NLP,BERT-L,mnli,Augmentation_0
204,MagnitudeDifference,violation_rate,NLP_BERT-L_mnli_Augmentation_0_2_None,0.3111888111888112,NLP,BERT-L,mnli,Augmentation_0
205,MagnitudeDifference,correlation,NLP_BERT-L_mnli_Augmentation_0_2_None,0.6165296824387734,NLP,BERT-L,mnli,Augmentation_0
206,MagnitudeDifference,violation_rate,NLP_BERT-L_mnli_Augmentation_0_3_None,0.40034965034965037,NLP,BERT-L,mnli,Augmentation_0
207,MagnitudeDifference,correlation,NLP_BERT-L_mnli_Augmentation_0_3_None,0.48661035933763197,NLP,BERT-L,mnli,Augmentation_0
208,MagnitudeDifference,violation_rate,NLP_BERT-L_mnli_Augmentation_0_4_None,0.3479020979020979,NLP,BERT-L,mnli,Augmentation_0
209,MagnitudeDifference,correlation,NLP_BERT-L_mnli_Augmentation_0_4_None,0.5827543668452759,NLP,BERT-L,mnli,Augmentation_0
210,UniformityDifference,violation_rate,NLP_BERT-L_mnli_Augmentation_0_0_None,0.06818181818181818,NLP,BERT-L,mnli,Augmentation_0
211,UniformityDifference,correlation,NLP_BERT-L_mnli_Augmentation_0_0_None,0.8294659885568977,NLP,BERT-L,mnli,Augmentation_0
212,UniformityDifference,violation_rate,NLP_BERT-L_mnli_Augmentation_0_1_None,0.057692307692307696,NLP,BERT-L,mnli,Augmentation_0
213,UniformityDifference,correlation,NLP_BERT-L_mnli_Augmentation_0_1_None,0.7682718796355158,NLP,BERT-L,mnli,Augmentation_0
214,UniformityDifference,violation_rate,NLP_BERT-L_mnli_Augmentation_0_2_None,0.055944055944055944,NLP,BERT-L,mnli,Augmentation_0
215,UniformityDifference,correlation,NLP_BERT-L_mnli_Augmentation_0_2_None,0.8242212333121425,NLP,BERT-L,mnli,Augmentation_0
216,UniformityDifference,violation_rate,NLP_BERT-L_mnli_Augmentation_0_3_None,0.06993006993006994,NLP,BERT-L,mnli,Augmentation_0
217,UniformityDifference,correlation,NLP_BERT-L_mnli_Augmentation_0_3_None,0.8290527654164019,NLP,BERT-L,mnli,Augmentation_0
218,UniformityDifference,violation_rate,NLP_BERT-L_mnli_Augmentation_0_4_None,0.055944055944055944,NLP,BERT-L,mnli,Augmentation_0
219,UniformityDifference,correlation,NLP_BERT-L_mnli_Augmentation_0_4_None,0.8046726001271456,NLP,BERT-L,mnli,Augmentation_0
220,CKA,violation_rate,NLP_BERT-L_mnli_Augmentation_0_0_None,0.017482517482517484,NLP,BERT-L,mnli,Augmentation_0
221,CKA,correlation,NLP_BERT-L_mnli_Augmentation_0_0_None,0.9923712650985379,NLP,BERT-L,mnli,Augmentation_0
222,CKA,violation_rate,NLP_BERT-L_mnli_Augmentation_0_1_None,0.019230769230769232,NLP,BERT-L,mnli,Augmentation_0
223,CKA,correlation,NLP_BERT-L_mnli_Augmentation_0_1_None,0.9931924136469591,NLP,BERT-L,mnli,Augmentation_0
224,CKA,violation_rate,NLP_BERT-L_mnli_Augmentation_0_2_None,0.017482517482517484,NLP,BERT-L,mnli,Augmentation_0
225,CKA,correlation,NLP_BERT-L_mnli_Augmentation_0_2_None,0.9954174613265523,NLP,BERT-L,mnli,Augmentation_0
226,CKA,violation_rate,NLP_BERT-L_mnli_Augmentation_0_3_None,0.013986013986013986,NLP,BERT-L,mnli,Augmentation_0
227,CKA,correlation,NLP_BERT-L_mnli_Augmentation_0_3_None,0.996185632549269,NLP,BERT-L,mnli,Augmentation_0
228,CKA,violation_rate,NLP_BERT-L_mnli_Augmentation_0_4_None,0.017482517482517484,NLP,BERT-L,mnli,Augmentation_0
229,CKA,correlation,NLP_BERT-L_mnli_Augmentation_0_4_None,0.9949035812672178,NLP,BERT-L,mnli,Augmentation_0
