,Function,N_instances,N_features,Time,Device
486,uniformity_difference,1000,550,0.21801956743001938,CPU
487,rsm_norm_diff,1000,550,0.17332538776099682,CPU
488,eigenspace_overlap_score,1000,550,0.47284903563559055,CPU
489,aligned_cossim,1000,550,0.17891789600253105,CPU
490,procrustes_size_and_shape_distance,1000,550,0.174298956990242,CPU
491,orthogonal_procrustes_centered_and_normalized,1000,550,0.15173510648310184,CPU
492,permutation_procrustes,1000,550,0.08291448839008808,CPU
493,representational_similarity_analysis,1000,550,0.4289478398859501,CPU
494,centered_kernel_alignment,1000,550,0.01742224022746086,CPU
495,hard_correlation_match,1000,550,0.1655515767633915,CPU
496,soft_correlation_match,1000,550,0.14981468208134174,CPU
497,distance_correlation,1000,550,0.20342136174440384,CPU
498,orthogonal_angular_shape_metric_centered,1000,550,0.16497530043125153,CPU
499,jaccard_similarity,1000,550,0.13479126431047916,CPU
500,second_order_cosine_similarity,1000,550,0.40024224296212196,CPU
501,rank_similarity,1000,550,0.10975213907659054,CPU
502,geometry_score,1000,550,170.15736823529005,CPU
503,imd_score,1000,550,33.99164823256433,CPU
504,gulp,1000,550,0.1389432903379202,CPU
505,svcca,1000,550,0.33139968290925026,CPU
506,magnitude_difference,1000,775,0.0008215196430683136,CPU
507,concentricity_difference,1000,775,0.0024635959416627884,CPU
508,uniformity_difference,1000,775,0.2883319240063429,CPU
509,rsm_norm_diff,1000,775,0.24803157523274422,CPU
510,eigenspace_overlap_score,1000,775,0.7439890764653683,CPU
511,aligned_cossim,1000,775,0.27608384750783443,CPU
512,procrustes_size_and_shape_distance,1000,775,0.275957640260458,CPU
513,orthogonal_procrustes_centered_and_normalized,1000,775,0.27592319808900356,CPU
514,permutation_procrustes,1000,775,0.16466842219233513,CPU
515,representational_similarity_analysis,1000,775,0.5230781938880682,CPU
516,centered_kernel_alignment,1000,775,0.018322011455893517,CPU
517,hard_correlation_match,1000,775,0.3163942042738199,CPU
518,soft_correlation_match,1000,775,0.28631890192627907,CPU
519,distance_correlation,1000,775,0.26606183126568794,CPU
520,orthogonal_angular_shape_metric_centered,1000,775,0.251045148819685,CPU
521,jaccard_similarity,1000,775,0.17722094617784023,CPU
522,second_order_cosine_similarity,1000,775,0.5065578389912844,CPU
523,rank_similarity,1000,775,0.13258626125752926,CPU
524,geometry_score,1000,775,183.23540844209492,CPU
525,imd_score,1000,775,34.36177367158234,CPU
526,gulp,1000,775,0.26758112013339996,CPU
527,svcca,1000,775,0.6031957734376192,CPU
528,magnitude_difference,1000,1000,0.001847192645072937,CPU
529,concentricity_difference,1000,1000,0.004206029698252678,CPU
530,uniformity_difference,1000,1000,0.37289956398308277,CPU
531,rsm_norm_diff,1000,1000,0.30783258378505707,CPU
532,eigenspace_overlap_score,1000,1000,0.9406475331634283,CPU
533,aligned_cossim,1000,1000,0.39941818825900555,CPU
534,procrustes_size_and_shape_distance,1000,1000,0.3706587478518486,CPU
535,orthogonal_procrustes_centered_and_normalized,1000,1000,0.4269059617072344,CPU
536,permutation_procrustes,1000,1000,0.310369661077857,CPU
537,representational_similarity_analysis,1000,1000,0.6506380196660757,CPU
538,centered_kernel_alignment,1000,1000,0.02469763159751892,CPU
539,hard_correlation_match,1000,1000,0.5184251554310322,CPU
540,soft_correlation_match,1000,1000,0.46722957119345665,CPU
541,distance_correlation,1000,1000,0.33400837890803814,CPU
542,orthogonal_angular_shape_metric_centered,1000,1000,0.5005873050540686,CPU
543,jaccard_similarity,1000,1000,0.22274208813905716,CPU
544,second_order_cosine_similarity,1000,1000,0.6280404087156057,CPU
545,rank_similarity,1000,1000,0.14862098172307014,CPU
546,geometry_score,1000,1000,194.72114596143365,CPU
547,imd_score,1000,1000,34.1854880657047,CPU
548,gulp,1000,1000,0.5270486529916525,CPU
549,svcca,1000,1000,0.7897071838378906,CPU
