,similarity_measure,quality_measure,value,domain,architecture,representation_dataset,identifier
300,AlignedCosineSimilarity,violation_rate,0.0,VISION,ViT_L32,ImageNet100,Normal
301,AlignedCosineSimilarity,AUPRC,1.0,VISION,ViT_L32,ImageNet100,Normal
302,OrthogonalAngularShapeMetricCentered,violation_rate,0.05555555555555555,VISION,ViT_L32,ImageNet100,Normal
303,OrthogonalAngularShapeMetricCentered,AUPRC,0.9128205128205127,VISION,ViT_L32,ImageNet100,Normal
304,OrthogonalProcrustesCenteredAndNormalized,violation_rate,0.05555555555555555,VISION,ViT_L32,ImageNet100,Normal
305,OrthogonalProcrustesCenteredAndNormalized,AUPRC,0.9128205128205127,VISION,ViT_L32,ImageNet100,Normal
306,PermutationProcrustes,violation_rate,0.2222222222222222,VISION,ViT_L32,ImageNet100,Normal
307,PermutationProcrustes,AUPRC,0.7035370142787022,VISION,ViT_L32,ImageNet100,Normal
308,ProcrustesSizeAndShapeDistance,violation_rate,0.23055555555555554,VISION,ViT_L32,ImageNet100,Normal
309,ProcrustesSizeAndShapeDistance,AUPRC,0.7513023417696395,VISION,ViT_L32,ImageNet100,Normal
310,RSA,violation_rate,0.1277777777777778,VISION,ViT_L32,ImageNet100,Normal
311,RSA,AUPRC,0.8565777188068209,VISION,ViT_L32,ImageNet100,Normal
312,RSMNormDifference,violation_rate,0.2222222222222222,VISION,ViT_L32,ImageNet100,Normal
313,RSMNormDifference,AUPRC,0.7522783963534176,VISION,ViT_L32,ImageNet100,Normal
314,ConcentricityDifference,violation_rate,0.0,VISION,ViT_L32,ImageNet100,Normal
315,ConcentricityDifference,AUPRC,1.0,VISION,ViT_L32,ImageNet100,Normal
316,MagnitudeDifference,violation_rate,0.18055555555555555,VISION,ViT_L32,ImageNet100,Normal
317,MagnitudeDifference,AUPRC,0.7119545226962106,VISION,ViT_L32,ImageNet100,Normal
318,UniformityDifference,violation_rate,0.6805555555555555,VISION,ViT_L32,ImageNet100,Normal
319,UniformityDifference,AUPRC,0.20113201187369986,VISION,ViT_L32,ImageNet100,Normal
320,CKA,violation_rate,0.1125,VISION,ViT_L32,ImageNet100,Normal
321,CKA,AUPRC,0.8911969940955448,VISION,ViT_L32,ImageNet100,Normal
