,similarity_measure,quality_measure,model,value,domain,architecture,representation_dataset,identifier
747,OrthogonalProcrustesCenteredAndNormalized,correlation,VISION_VGG19_ImageNet100_Normal_3,0.975,VISION,VGG19,ImageNet100,Normal
748,OrthogonalProcrustesCenteredAndNormalized,violation_rate,VISION_VGG19_ImageNet100_Normal_4,0.05,VISION,VGG19,ImageNet100,Normal
749,OrthogonalProcrustesCenteredAndNormalized,correlation,VISION_VGG19_ImageNet100_Normal_4,0.9624999999999999,VISION,VGG19,ImageNet100,Normal
750,OrthogonalProcrustesCenteredAndNormalized,violation_rate,VISION_VGG19_ImageNet100_Normal_5,0.0,VISION,VGG19,ImageNet100,Normal
751,OrthogonalProcrustesCenteredAndNormalized,correlation,VISION_VGG19_ImageNet100_Normal_5,1.0,VISION,VGG19,ImageNet100,Normal
752,OrthogonalProcrustesCenteredAndNormalized,violation_rate,VISION_VGG19_ImageNet100_Normal_6,0.0,VISION,VGG19,ImageNet100,Normal
753,OrthogonalProcrustesCenteredAndNormalized,correlation,VISION_VGG19_ImageNet100_Normal_6,1.0,VISION,VGG19,ImageNet100,Normal
754,OrthogonalProcrustesCenteredAndNormalized,violation_rate,VISION_VGG19_ImageNet100_Normal_7,0.025,VISION,VGG19,ImageNet100,Normal
755,OrthogonalProcrustesCenteredAndNormalized,correlation,VISION_VGG19_ImageNet100_Normal_7,0.975,VISION,VGG19,ImageNet100,Normal
756,OrthogonalProcrustesCenteredAndNormalized,violation_rate,VISION_VGG19_ImageNet100_Normal_8,0.0,VISION,VGG19,ImageNet100,Normal
757,OrthogonalProcrustesCenteredAndNormalized,correlation,VISION_VGG19_ImageNet100_Normal_8,1.0,VISION,VGG19,ImageNet100,Normal
758,OrthogonalProcrustesCenteredAndNormalized,violation_rate,VISION_VGG19_ImageNet100_Normal_9,0.05,VISION,VGG19,ImageNet100,Normal
759,OrthogonalProcrustesCenteredAndNormalized,correlation,VISION_VGG19_ImageNet100_Normal_9,0.9624999999999999,VISION,VGG19,ImageNet100,Normal
760,PermutationProcrustes,violation_rate,VISION_VGG19_ImageNet100_Normal_0,0.375,VISION,VGG19,ImageNet100,Normal
761,PermutationProcrustes,correlation,VISION_VGG19_ImageNet100_Normal_0,0.18749999999999997,VISION,VGG19,ImageNet100,Normal
762,PermutationProcrustes,violation_rate,VISION_VGG19_ImageNet100_Normal_1,0.425,VISION,VGG19,ImageNet100,Normal
763,PermutationProcrustes,correlation,VISION_VGG19_ImageNet100_Normal_1,0.11249999999999996,VISION,VGG19,ImageNet100,Normal
764,PermutationProcrustes,violation_rate,VISION_VGG19_ImageNet100_Normal_2,0.425,VISION,VGG19,ImageNet100,Normal
765,PermutationProcrustes,correlation,VISION_VGG19_ImageNet100_Normal_2,0.11249999999999996,VISION,VGG19,ImageNet100,Normal
766,PermutationProcrustes,violation_rate,VISION_VGG19_ImageNet100_Normal_3,0.4,VISION,VGG19,ImageNet100,Normal
767,PermutationProcrustes,correlation,VISION_VGG19_ImageNet100_Normal_3,0.17500000000000002,VISION,VGG19,ImageNet100,Normal
768,PermutationProcrustes,violation_rate,VISION_VGG19_ImageNet100_Normal_4,0.425,VISION,VGG19,ImageNet100,Normal
769,PermutationProcrustes,correlation,VISION_VGG19_ImageNet100_Normal_4,0.125,VISION,VGG19,ImageNet100,Normal
770,PermutationProcrustes,violation_rate,VISION_VGG19_ImageNet100_Normal_5,0.45,VISION,VGG19,ImageNet100,Normal
771,PermutationProcrustes,correlation,VISION_VGG19_ImageNet100_Normal_5,0.1,VISION,VGG19,ImageNet100,Normal
772,PermutationProcrustes,violation_rate,VISION_VGG19_ImageNet100_Normal_6,0.4,VISION,VGG19,ImageNet100,Normal
773,PermutationProcrustes,correlation,VISION_VGG19_ImageNet100_Normal_6,0.17500000000000002,VISION,VGG19,ImageNet100,Normal
774,PermutationProcrustes,violation_rate,VISION_VGG19_ImageNet100_Normal_7,0.4,VISION,VGG19,ImageNet100,Normal
775,PermutationProcrustes,correlation,VISION_VGG19_ImageNet100_Normal_7,0.17500000000000002,VISION,VGG19,ImageNet100,Normal
776,PermutationProcrustes,violation_rate,VISION_VGG19_ImageNet100_Normal_8,0.4,VISION,VGG19,ImageNet100,Normal
777,PermutationProcrustes,correlation,VISION_VGG19_ImageNet100_Normal_8,0.17500000000000002,VISION,VGG19,ImageNet100,Normal
778,PermutationProcrustes,violation_rate,VISION_VGG19_ImageNet100_Normal_9,0.425,VISION,VGG19,ImageNet100,Normal
779,PermutationProcrustes,correlation,VISION_VGG19_ImageNet100_Normal_9,0.11249999999999996,VISION,VGG19,ImageNet100,Normal
780,ProcrustesSizeAndShapeDistance,violation_rate,VISION_VGG19_ImageNet100_Normal_0,0.2,VISION,VGG19,ImageNet100,Normal
781,ProcrustesSizeAndShapeDistance,correlation,VISION_VGG19_ImageNet100_Normal_0,0.6625,VISION,VGG19,ImageNet100,Normal
782,ProcrustesSizeAndShapeDistance,violation_rate,VISION_VGG19_ImageNet100_Normal_1,0.2,VISION,VGG19,ImageNet100,Normal
783,ProcrustesSizeAndShapeDistance,correlation,VISION_VGG19_ImageNet100_Normal_1,0.6625,VISION,VGG19,ImageNet100,Normal
784,ProcrustesSizeAndShapeDistance,violation_rate,VISION_VGG19_ImageNet100_Normal_2,0.2,VISION,VGG19,ImageNet100,Normal
785,ProcrustesSizeAndShapeDistance,correlation,VISION_VGG19_ImageNet100_Normal_2,0.6625,VISION,VGG19,ImageNet100,Normal
786,ProcrustesSizeAndShapeDistance,violation_rate,VISION_VGG19_ImageNet100_Normal_3,0.2,VISION,VGG19,ImageNet100,Normal
787,ProcrustesSizeAndShapeDistance,correlation,VISION_VGG19_ImageNet100_Normal_3,0.6625,VISION,VGG19,ImageNet100,Normal
788,ProcrustesSizeAndShapeDistance,violation_rate,VISION_VGG19_ImageNet100_Normal_4,0.2,VISION,VGG19,ImageNet100,Normal
789,ProcrustesSizeAndShapeDistance,correlation,VISION_VGG19_ImageNet100_Normal_4,0.6625,VISION,VGG19,ImageNet100,Normal
790,ProcrustesSizeAndShapeDistance,violation_rate,VISION_VGG19_ImageNet100_Normal_5,0.175,VISION,VGG19,ImageNet100,Normal
791,ProcrustesSizeAndShapeDistance,correlation,VISION_VGG19_ImageNet100_Normal_5,0.6874999999999999,VISION,VGG19,ImageNet100,Normal
792,ProcrustesSizeAndShapeDistance,violation_rate,VISION_VGG19_ImageNet100_Normal_6,0.2,VISION,VGG19,ImageNet100,Normal
793,ProcrustesSizeAndShapeDistance,correlation,VISION_VGG19_ImageNet100_Normal_6,0.6625,VISION,VGG19,ImageNet100,Normal
794,ProcrustesSizeAndShapeDistance,violation_rate,VISION_VGG19_ImageNet100_Normal_7,0.2,VISION,VGG19,ImageNet100,Normal
795,ProcrustesSizeAndShapeDistance,correlation,VISION_VGG19_ImageNet100_Normal_7,0.6625,VISION,VGG19,ImageNet100,Normal
796,ProcrustesSizeAndShapeDistance,violation_rate,VISION_VGG19_ImageNet100_Normal_8,0.175,VISION,VGG19,ImageNet100,Normal
797,ProcrustesSizeAndShapeDistance,correlation,VISION_VGG19_ImageNet100_Normal_8,0.6874999999999999,VISION,VGG19,ImageNet100,Normal
798,ProcrustesSizeAndShapeDistance,violation_rate,VISION_VGG19_ImageNet100_Normal_9,0.2,VISION,VGG19,ImageNet100,Normal
799,ProcrustesSizeAndShapeDistance,correlation,VISION_VGG19_ImageNet100_Normal_9,0.6625,VISION,VGG19,ImageNet100,Normal
800,RSA,violation_rate,VISION_VGG19_ImageNet100_Normal_0,0.125,VISION,VGG19,ImageNet100,Normal
801,RSA,correlation,VISION_VGG19_ImageNet100_Normal_0,0.6375,VISION,VGG19,ImageNet100,Normal
802,RSA,violation_rate,VISION_VGG19_ImageNet100_Normal_1,0.075,VISION,VGG19,ImageNet100,Normal
803,RSA,correlation,VISION_VGG19_ImageNet100_Normal_1,0.6749999999999999,VISION,VGG19,ImageNet100,Normal
804,RSA,violation_rate,VISION_VGG19_ImageNet100_Normal_2,0.1,VISION,VGG19,ImageNet100,Normal
805,RSA,correlation,VISION_VGG19_ImageNet100_Normal_2,0.6499999999999999,VISION,VGG19,ImageNet100,Normal
806,RSA,violation_rate,VISION_VGG19_ImageNet100_Normal_3,0.1,VISION,VGG19,ImageNet100,Normal
807,RSA,correlation,VISION_VGG19_ImageNet100_Normal_3,0.6625,VISION,VGG19,ImageNet100,Normal
808,RSA,violation_rate,VISION_VGG19_ImageNet100_Normal_4,0.075,VISION,VGG19,ImageNet100,Normal
809,RSA,correlation,VISION_VGG19_ImageNet100_Normal_4,0.6749999999999999,VISION,VGG19,ImageNet100,Normal
810,RSA,violation_rate,VISION_VGG19_ImageNet100_Normal_5,0.1,VISION,VGG19,ImageNet100,Normal
811,RSA,correlation,VISION_VGG19_ImageNet100_Normal_5,0.6625,VISION,VGG19,ImageNet100,Normal
812,RSA,violation_rate,VISION_VGG19_ImageNet100_Normal_6,0.1,VISION,VGG19,ImageNet100,Normal
813,RSA,correlation,VISION_VGG19_ImageNet100_Normal_6,0.65,VISION,VGG19,ImageNet100,Normal
814,RSA,violation_rate,VISION_VGG19_ImageNet100_Normal_7,0.1,VISION,VGG19,ImageNet100,Normal
815,RSA,correlation,VISION_VGG19_ImageNet100_Normal_7,0.6625,VISION,VGG19,ImageNet100,Normal
816,RSA,violation_rate,VISION_VGG19_ImageNet100_Normal_8,0.075,VISION,VGG19,ImageNet100,Normal
817,RSA,correlation,VISION_VGG19_ImageNet100_Normal_8,0.6749999999999999,VISION,VGG19,ImageNet100,Normal
818,RSA,violation_rate,VISION_VGG19_ImageNet100_Normal_9,0.1,VISION,VGG19,ImageNet100,Normal
819,RSA,correlation,VISION_VGG19_ImageNet100_Normal_9,0.6499999999999999,VISION,VGG19,ImageNet100,Normal
820,RSMNormDifference,violation_rate,VISION_VGG19_ImageNet100_Normal_0,0.3,VISION,VGG19,ImageNet100,Normal
821,RSMNormDifference,correlation,VISION_VGG19_ImageNet100_Normal_0,0.65,VISION,VGG19,ImageNet100,Normal
822,RSMNormDifference,violation_rate,VISION_VGG19_ImageNet100_Normal_1,0.3,VISION,VGG19,ImageNet100,Normal
823,RSMNormDifference,correlation,VISION_VGG19_ImageNet100_Normal_1,0.65,VISION,VGG19,ImageNet100,Normal
824,RSMNormDifference,violation_rate,VISION_VGG19_ImageNet100_Normal_2,0.325,VISION,VGG19,ImageNet100,Normal
825,RSMNormDifference,correlation,VISION_VGG19_ImageNet100_Normal_2,0.6249999999999999,VISION,VGG19,ImageNet100,Normal
826,RSMNormDifference,violation_rate,VISION_VGG19_ImageNet100_Normal_3,0.3,VISION,VGG19,ImageNet100,Normal
827,RSMNormDifference,correlation,VISION_VGG19_ImageNet100_Normal_3,0.65,VISION,VGG19,ImageNet100,Normal
828,RSMNormDifference,violation_rate,VISION_VGG19_ImageNet100_Normal_4,0.3,VISION,VGG19,ImageNet100,Normal
829,RSMNormDifference,correlation,VISION_VGG19_ImageNet100_Normal_4,0.65,VISION,VGG19,ImageNet100,Normal
830,RSMNormDifference,violation_rate,VISION_VGG19_ImageNet100_Normal_5,0.3,VISION,VGG19,ImageNet100,Normal
831,RSMNormDifference,correlation,VISION_VGG19_ImageNet100_Normal_5,0.65,VISION,VGG19,ImageNet100,Normal
832,RSMNormDifference,violation_rate,VISION_VGG19_ImageNet100_Normal_6,0.325,VISION,VGG19,ImageNet100,Normal
833,RSMNormDifference,correlation,VISION_VGG19_ImageNet100_Normal_6,0.6249999999999999,VISION,VGG19,ImageNet100,Normal
834,RSMNormDifference,violation_rate,VISION_VGG19_ImageNet100_Normal_7,0.3,VISION,VGG19,ImageNet100,Normal
835,RSMNormDifference,correlation,VISION_VGG19_ImageNet100_Normal_7,0.65,VISION,VGG19,ImageNet100,Normal
836,RSMNormDifference,violation_rate,VISION_VGG19_ImageNet100_Normal_8,0.3,VISION,VGG19,ImageNet100,Normal
837,RSMNormDifference,correlation,VISION_VGG19_ImageNet100_Normal_8,0.65,VISION,VGG19,ImageNet100,Normal
838,RSMNormDifference,violation_rate,VISION_VGG19_ImageNet100_Normal_9,0.3,VISION,VGG19,ImageNet100,Normal
839,RSMNormDifference,correlation,VISION_VGG19_ImageNet100_Normal_9,0.65,VISION,VGG19,ImageNet100,Normal
840,ConcentricityDifference,violation_rate,VISION_VGG19_ImageNet100_Normal_0,0.575,VISION,VGG19,ImageNet100,Normal
841,ConcentricityDifference,correlation,VISION_VGG19_ImageNet100_Normal_0,-0.2875,VISION,VGG19,ImageNet100,Normal
842,ConcentricityDifference,violation_rate,VISION_VGG19_ImageNet100_Normal_1,0.575,VISION,VGG19,ImageNet100,Normal
843,ConcentricityDifference,correlation,VISION_VGG19_ImageNet100_Normal_1,-0.2875,VISION,VGG19,ImageNet100,Normal
844,ConcentricityDifference,violation_rate,VISION_VGG19_ImageNet100_Normal_2,0.575,VISION,VGG19,ImageNet100,Normal
845,ConcentricityDifference,correlation,VISION_VGG19_ImageNet100_Normal_2,-0.2875,VISION,VGG19,ImageNet100,Normal
846,ConcentricityDifference,violation_rate,VISION_VGG19_ImageNet100_Normal_3,0.55,VISION,VGG19,ImageNet100,Normal
847,ConcentricityDifference,correlation,VISION_VGG19_ImageNet100_Normal_3,-0.27499999999999997,VISION,VGG19,ImageNet100,Normal
848,ConcentricityDifference,violation_rate,VISION_VGG19_ImageNet100_Normal_4,0.55,VISION,VGG19,ImageNet100,Normal
849,ConcentricityDifference,correlation,VISION_VGG19_ImageNet100_Normal_4,-0.16249999999999995,VISION,VGG19,ImageNet100,Normal
850,ConcentricityDifference,violation_rate,VISION_VGG19_ImageNet100_Normal_5,0.575,VISION,VGG19,ImageNet100,Normal
851,ConcentricityDifference,correlation,VISION_VGG19_ImageNet100_Normal_5,-0.2875,VISION,VGG19,ImageNet100,Normal
852,ConcentricityDifference,violation_rate,VISION_VGG19_ImageNet100_Normal_6,0.575,VISION,VGG19,ImageNet100,Normal
853,ConcentricityDifference,correlation,VISION_VGG19_ImageNet100_Normal_6,-0.2875,VISION,VGG19,ImageNet100,Normal
854,ConcentricityDifference,violation_rate,VISION_VGG19_ImageNet100_Normal_7,0.575,VISION,VGG19,ImageNet100,Normal
855,ConcentricityDifference,correlation,VISION_VGG19_ImageNet100_Normal_7,-0.2875,VISION,VGG19,ImageNet100,Normal
856,ConcentricityDifference,violation_rate,VISION_VGG19_ImageNet100_Normal_8,0.575,VISION,VGG19,ImageNet100,Normal
857,ConcentricityDifference,correlation,VISION_VGG19_ImageNet100_Normal_8,-0.2875,VISION,VGG19,ImageNet100,Normal
858,ConcentricityDifference,violation_rate,VISION_VGG19_ImageNet100_Normal_9,0.575,VISION,VGG19,ImageNet100,Normal
859,ConcentricityDifference,correlation,VISION_VGG19_ImageNet100_Normal_9,-0.2875,VISION,VGG19,ImageNet100,Normal
860,MagnitudeDifference,violation_rate,VISION_VGG19_ImageNet100_Normal_0,0.35,VISION,VGG19,ImageNet100,Normal
861,MagnitudeDifference,correlation,VISION_VGG19_ImageNet100_Normal_0,0.31250000000000006,VISION,VGG19,ImageNet100,Normal
862,MagnitudeDifference,violation_rate,VISION_VGG19_ImageNet100_Normal_1,0.325,VISION,VGG19,ImageNet100,Normal
863,MagnitudeDifference,correlation,VISION_VGG19_ImageNet100_Normal_1,0.3375,VISION,VGG19,ImageNet100,Normal
864,MagnitudeDifference,violation_rate,VISION_VGG19_ImageNet100_Normal_2,0.375,VISION,VGG19,ImageNet100,Normal
865,MagnitudeDifference,correlation,VISION_VGG19_ImageNet100_Normal_2,0.28750000000000003,VISION,VGG19,ImageNet100,Normal
866,MagnitudeDifference,violation_rate,VISION_VGG19_ImageNet100_Normal_3,0.35,VISION,VGG19,ImageNet100,Normal
867,MagnitudeDifference,correlation,VISION_VGG19_ImageNet100_Normal_3,0.23750000000000002,VISION,VGG19,ImageNet100,Normal
868,MagnitudeDifference,violation_rate,VISION_VGG19_ImageNet100_Normal_4,0.35,VISION,VGG19,ImageNet100,Normal
869,MagnitudeDifference,correlation,VISION_VGG19_ImageNet100_Normal_4,0.31250000000000006,VISION,VGG19,ImageNet100,Normal
870,MagnitudeDifference,violation_rate,VISION_VGG19_ImageNet100_Normal_5,0.35,VISION,VGG19,ImageNet100,Normal
871,MagnitudeDifference,correlation,VISION_VGG19_ImageNet100_Normal_5,0.31250000000000006,VISION,VGG19,ImageNet100,Normal
872,MagnitudeDifference,violation_rate,VISION_VGG19_ImageNet100_Normal_6,0.35,VISION,VGG19,ImageNet100,Normal
873,MagnitudeDifference,correlation,VISION_VGG19_ImageNet100_Normal_6,0.23750000000000002,VISION,VGG19,ImageNet100,Normal
874,MagnitudeDifference,violation_rate,VISION_VGG19_ImageNet100_Normal_7,0.35,VISION,VGG19,ImageNet100,Normal
875,MagnitudeDifference,correlation,VISION_VGG19_ImageNet100_Normal_7,0.23750000000000002,VISION,VGG19,ImageNet100,Normal
876,MagnitudeDifference,violation_rate,VISION_VGG19_ImageNet100_Normal_8,0.325,VISION,VGG19,ImageNet100,Normal
877,MagnitudeDifference,correlation,VISION_VGG19_ImageNet100_Normal_8,0.2625,VISION,VGG19,ImageNet100,Normal
878,MagnitudeDifference,violation_rate,VISION_VGG19_ImageNet100_Normal_9,0.35,VISION,VGG19,ImageNet100,Normal
879,MagnitudeDifference,correlation,VISION_VGG19_ImageNet100_Normal_9,0.31250000000000006,VISION,VGG19,ImageNet100,Normal
880,UniformityDifference,violation_rate,VISION_VGG19_ImageNet100_Normal_0,0.55,VISION,VGG19,ImageNet100,Normal
881,UniformityDifference,correlation,VISION_VGG19_ImageNet100_Normal_0,-0.11249999999999999,VISION,VGG19,ImageNet100,Normal
882,UniformityDifference,violation_rate,VISION_VGG19_ImageNet100_Normal_1,0.475,VISION,VGG19,ImageNet100,Normal
883,UniformityDifference,correlation,VISION_VGG19_ImageNet100_Normal_1,-0.03750000000000001,VISION,VGG19,ImageNet100,Normal
884,UniformityDifference,violation_rate,VISION_VGG19_ImageNet100_Normal_2,0.575,VISION,VGG19,ImageNet100,Normal
885,UniformityDifference,correlation,VISION_VGG19_ImageNet100_Normal_2,-0.12499999999999997,VISION,VGG19,ImageNet100,Normal
886,UniformityDifference,violation_rate,VISION_VGG19_ImageNet100_Normal_3,0.55,VISION,VGG19,ImageNet100,Normal
887,UniformityDifference,correlation,VISION_VGG19_ImageNet100_Normal_3,-0.0875,VISION,VGG19,ImageNet100,Normal
888,UniformityDifference,violation_rate,VISION_VGG19_ImageNet100_Normal_4,0.475,VISION,VGG19,ImageNet100,Normal
889,UniformityDifference,correlation,VISION_VGG19_ImageNet100_Normal_4,-0.03750000000000001,VISION,VGG19,ImageNet100,Normal
890,UniformityDifference,violation_rate,VISION_VGG19_ImageNet100_Normal_5,0.5,VISION,VGG19,ImageNet100,Normal
891,UniformityDifference,correlation,VISION_VGG19_ImageNet100_Normal_5,-0.05000000000000001,VISION,VGG19,ImageNet100,Normal
892,UniformityDifference,violation_rate,VISION_VGG19_ImageNet100_Normal_6,0.475,VISION,VGG19,ImageNet100,Normal
893,UniformityDifference,correlation,VISION_VGG19_ImageNet100_Normal_6,-0.03750000000000001,VISION,VGG19,ImageNet100,Normal
894,UniformityDifference,violation_rate,VISION_VGG19_ImageNet100_Normal_7,0.475,VISION,VGG19,ImageNet100,Normal
895,UniformityDifference,correlation,VISION_VGG19_ImageNet100_Normal_7,-0.03750000000000001,VISION,VGG19,ImageNet100,Normal
896,UniformityDifference,violation_rate,VISION_VGG19_ImageNet100_Normal_8,0.475,VISION,VGG19,ImageNet100,Normal
897,UniformityDifference,correlation,VISION_VGG19_ImageNet100_Normal_8,-0.03750000000000001,VISION,VGG19,ImageNet100,Normal
898,UniformityDifference,violation_rate,VISION_VGG19_ImageNet100_Normal_9,0.5,VISION,VGG19,ImageNet100,Normal
899,UniformityDifference,correlation,VISION_VGG19_ImageNet100_Normal_9,-0.05000000000000001,VISION,VGG19,ImageNet100,Normal
900,CKA,violation_rate,VISION_VGG19_ImageNet100_Normal_0,0.075,VISION,VGG19,ImageNet100,Normal
901,CKA,correlation,VISION_VGG19_ImageNet100_Normal_0,0.9375,VISION,VGG19,ImageNet100,Normal
902,CKA,violation_rate,VISION_VGG19_ImageNet100_Normal_1,0.075,VISION,VGG19,ImageNet100,Normal
903,CKA,correlation,VISION_VGG19_ImageNet100_Normal_1,0.9375,VISION,VGG19,ImageNet100,Normal
904,CKA,violation_rate,VISION_VGG19_ImageNet100_Normal_2,0.1,VISION,VGG19,ImageNet100,Normal
905,CKA,correlation,VISION_VGG19_ImageNet100_Normal_2,0.8875000000000001,VISION,VGG19,ImageNet100,Normal
906,CKA,violation_rate,VISION_VGG19_ImageNet100_Normal_3,0.075,VISION,VGG19,ImageNet100,Normal
907,CKA,correlation,VISION_VGG19_ImageNet100_Normal_3,0.9375,VISION,VGG19,ImageNet100,Normal
908,CKA,violation_rate,VISION_VGG19_ImageNet100_Normal_4,0.075,VISION,VGG19,ImageNet100,Normal
909,CKA,correlation,VISION_VGG19_ImageNet100_Normal_4,0.9375,VISION,VGG19,ImageNet100,Normal
910,CKA,violation_rate,VISION_VGG19_ImageNet100_Normal_5,0.075,VISION,VGG19,ImageNet100,Normal
911,CKA,correlation,VISION_VGG19_ImageNet100_Normal_5,0.9375,VISION,VGG19,ImageNet100,Normal
912,CKA,violation_rate,VISION_VGG19_ImageNet100_Normal_6,0.1,VISION,VGG19,ImageNet100,Normal
913,CKA,correlation,VISION_VGG19_ImageNet100_Normal_6,0.8875000000000001,VISION,VGG19,ImageNet100,Normal
914,CKA,violation_rate,VISION_VGG19_ImageNet100_Normal_7,0.075,VISION,VGG19,ImageNet100,Normal
915,CKA,correlation,VISION_VGG19_ImageNet100_Normal_7,0.9375,VISION,VGG19,ImageNet100,Normal
916,CKA,violation_rate,VISION_VGG19_ImageNet100_Normal_8,0.075,VISION,VGG19,ImageNet100,Normal
917,CKA,correlation,VISION_VGG19_ImageNet100_Normal_8,0.9375,VISION,VGG19,ImageNet100,Normal
918,CKA,violation_rate,VISION_VGG19_ImageNet100_Normal_9,0.075,VISION,VGG19,ImageNet100,Normal
919,CKA,correlation,VISION_VGG19_ImageNet100_Normal_9,0.9375,VISION,VGG19,ImageNet100,Normal
920,PWCCA,violation_rate,VISION_ResNet18_ImageNet100_Normal_0,0.4,VISION,ResNet18,ImageNet100,Normal
921,PWCCA,correlation,VISION_ResNet18_ImageNet100_Normal_0,0.16666666666666663,VISION,ResNet18,ImageNet100,Normal
922,PWCCA,violation_rate,VISION_ResNet18_ImageNet100_Normal_1,0.15,VISION,ResNet18,ImageNet100,Normal
923,PWCCA,correlation,VISION_ResNet18_ImageNet100_Normal_1,0.09999999999999998,VISION,ResNet18,ImageNet100,Normal
924,PWCCA,violation_rate,VISION_ResNet18_ImageNet100_Normal_2,0.15,VISION,ResNet18,ImageNet100,Normal
925,PWCCA,correlation,VISION_ResNet18_ImageNet100_Normal_2,0.09999999999999998,VISION,ResNet18,ImageNet100,Normal
926,PWCCA,violation_rate,VISION_ResNet18_ImageNet100_Normal_3,0.15,VISION,ResNet18,ImageNet100,Normal
927,PWCCA,correlation,VISION_ResNet18_ImageNet100_Normal_3,0.09999999999999998,VISION,ResNet18,ImageNet100,Normal
928,PWCCA,violation_rate,VISION_ResNet18_ImageNet100_Normal_4,0.15,VISION,ResNet18,ImageNet100,Normal
929,PWCCA,correlation,VISION_ResNet18_ImageNet100_Normal_4,0.09999999999999998,VISION,ResNet18,ImageNet100,Normal
930,PWCCA,violation_rate,VISION_ResNet18_ImageNet100_Normal_5,0.15,VISION,ResNet18,ImageNet100,Normal
931,PWCCA,correlation,VISION_ResNet18_ImageNet100_Normal_5,0.09999999999999998,VISION,ResNet18,ImageNet100,Normal
932,PWCCA,violation_rate,VISION_ResNet18_ImageNet100_Normal_6,0.15,VISION,ResNet18,ImageNet100,Normal
933,PWCCA,correlation,VISION_ResNet18_ImageNet100_Normal_6,0.09999999999999998,VISION,ResNet18,ImageNet100,Normal
934,PWCCA,violation_rate,VISION_ResNet18_ImageNet100_Normal_7,0.15,VISION,ResNet18,ImageNet100,Normal
935,PWCCA,correlation,VISION_ResNet18_ImageNet100_Normal_7,0.09999999999999998,VISION,ResNet18,ImageNet100,Normal
936,PWCCA,violation_rate,VISION_ResNet18_ImageNet100_Normal_8,0.15,VISION,ResNet18,ImageNet100,Normal
937,PWCCA,correlation,VISION_ResNet18_ImageNet100_Normal_8,0.09999999999999998,VISION,ResNet18,ImageNet100,Normal
938,PWCCA,violation_rate,VISION_ResNet18_ImageNet100_Normal_9,0.15,VISION,ResNet18,ImageNet100,Normal
939,PWCCA,correlation,VISION_ResNet18_ImageNet100_Normal_9,0.09999999999999998,VISION,ResNet18,ImageNet100,Normal
940,SVCCA,violation_rate,VISION_ResNet18_ImageNet100_Normal_0,0.25,VISION,ResNet18,ImageNet100,Normal
941,SVCCA,correlation,VISION_ResNet18_ImageNet100_Normal_0,0.18333333333333335,VISION,ResNet18,ImageNet100,Normal
942,SVCCA,violation_rate,VISION_ResNet18_ImageNet100_Normal_1,0.25,VISION,ResNet18,ImageNet100,Normal
943,SVCCA,correlation,VISION_ResNet18_ImageNet100_Normal_1,0.18333333333333335,VISION,ResNet18,ImageNet100,Normal
944,SVCCA,violation_rate,VISION_ResNet18_ImageNet100_Normal_2,0.2,VISION,ResNet18,ImageNet100,Normal
945,SVCCA,correlation,VISION_ResNet18_ImageNet100_Normal_2,0.5166666666666666,VISION,ResNet18,ImageNet100,Normal
946,SVCCA,violation_rate,VISION_ResNet18_ImageNet100_Normal_3,0.35,VISION,ResNet18,ImageNet100,Normal
947,SVCCA,correlation,VISION_ResNet18_ImageNet100_Normal_3,0.06666666666666671,VISION,ResNet18,ImageNet100,Normal
948,SVCCA,violation_rate,VISION_ResNet18_ImageNet100_Normal_4,0.35,VISION,ResNet18,ImageNet100,Normal
949,SVCCA,correlation,VISION_ResNet18_ImageNet100_Normal_4,0.06666666666666671,VISION,ResNet18,ImageNet100,Normal
950,SVCCA,violation_rate,VISION_ResNet18_ImageNet100_Normal_5,0.35,VISION,ResNet18,ImageNet100,Normal
951,SVCCA,correlation,VISION_ResNet18_ImageNet100_Normal_5,0.06666666666666671,VISION,ResNet18,ImageNet100,Normal
952,SVCCA,violation_rate,VISION_ResNet18_ImageNet100_Normal_6,0.3,VISION,ResNet18,ImageNet100,Normal
953,SVCCA,correlation,VISION_ResNet18_ImageNet100_Normal_6,0.15000000000000005,VISION,ResNet18,ImageNet100,Normal
954,SVCCA,violation_rate,VISION_ResNet18_ImageNet100_Normal_7,0.35,VISION,ResNet18,ImageNet100,Normal
955,SVCCA,correlation,VISION_ResNet18_ImageNet100_Normal_7,0.06666666666666671,VISION,ResNet18,ImageNet100,Normal
956,SVCCA,violation_rate,VISION_ResNet18_ImageNet100_Normal_8,0.25,VISION,ResNet18,ImageNet100,Normal
957,SVCCA,correlation,VISION_ResNet18_ImageNet100_Normal_8,0.18333333333333335,VISION,ResNet18,ImageNet100,Normal
958,SVCCA,violation_rate,VISION_ResNet18_ImageNet100_Normal_9,0.15,VISION,ResNet18,ImageNet100,Normal
959,SVCCA,correlation,VISION_ResNet18_ImageNet100_Normal_9,0.5499999999999999,VISION,ResNet18,ImageNet100,Normal
960,HardCorrelationMatch,violation_rate,VISION_ResNet18_ImageNet100_Normal_0,0.4,VISION,ResNet18,ImageNet100,Normal
961,HardCorrelationMatch,correlation,VISION_ResNet18_ImageNet100_Normal_0,4.625929269271485e-18,VISION,ResNet18,ImageNet100,Normal
962,HardCorrelationMatch,violation_rate,VISION_ResNet18_ImageNet100_Normal_1,0.4,VISION,ResNet18,ImageNet100,Normal
