,similarity_measure,quality_measure,value,domain,architecture,representation_dataset,identifier
230,PWCCA,violation_rate,,VISION,ViT_B32,ColorDot_0_ImageNet100DataModule,Shortcut
231,PWCCA,AUPRC,0.4611111111111111,VISION,ViT_B32,ColorDot_0_ImageNet100DataModule,Shortcut
232,SVCCA,violation_rate,0.2903703703703704,VISION,ViT_B32,ColorDot_0_ImageNet100DataModule,Shortcut
233,SVCCA,AUPRC,0.47920803662020517,VISION,ViT_B32,ColorDot_0_ImageNet100DataModule,Shortcut
234,HardCorrelationMatch,violation_rate,0.004629629629629629,VISION,ViT_B32,ColorDot_0_ImageNet100DataModule,Shortcut
235,HardCorrelationMatch,AUPRC,0.9722222222222222,VISION,ViT_B32,ColorDot_0_ImageNet100DataModule,Shortcut
236,SoftCorrelationMatch,violation_rate,0.0,VISION,ViT_B32,ColorDot_0_ImageNet100DataModule,Shortcut
237,SoftCorrelationMatch,AUPRC,1.0,VISION,ViT_B32,ColorDot_0_ImageNet100DataModule,Shortcut
238,DistanceCorrelation,violation_rate,0.0,VISION,ViT_B32,ColorDot_0_ImageNet100DataModule,Shortcut
239,DistanceCorrelation,AUPRC,1.0,VISION,ViT_B32,ColorDot_0_ImageNet100DataModule,Shortcut
240,EigenspaceOverlapScore,violation_rate,0.013888888888888888,VISION,ViT_B32,ColorDot_0_ImageNet100DataModule,Shortcut
241,EigenspaceOverlapScore,AUPRC,0.9166666666666666,VISION,ViT_B32,ColorDot_0_ImageNet100DataModule,Shortcut
242,IMDScore,violation_rate,0.26000000000000006,VISION,ViT_B32,ColorDot_0_ImageNet100DataModule,Shortcut
243,IMDScore,AUPRC,0.3829489965030561,VISION,ViT_B32,ColorDot_0_ImageNet100DataModule,Shortcut
244,Gulp,violation_rate,,VISION,ViT_B32,ColorDot_0_ImageNet100DataModule,Shortcut
245,Gulp,AUPRC,,VISION,ViT_B32,ColorDot_0_ImageNet100DataModule,Shortcut
246,LinearRegression,violation_rate,0.11658730158730157,VISION,ViT_B32,ColorDot_0_ImageNet100DataModule,Shortcut
247,LinearRegression,AUPRC,0.46243802493802494,VISION,ViT_B32,ColorDot_0_ImageNet100DataModule,Shortcut
248,JaccardSimilarity,violation_rate,0.0,VISION,ViT_B32,ColorDot_0_ImageNet100DataModule,Shortcut
249,JaccardSimilarity,AUPRC,1.0,VISION,ViT_B32,ColorDot_0_ImageNet100DataModule,Shortcut
250,RankSimilarity,violation_rate,0.0,VISION,ViT_B32,ColorDot_0_ImageNet100DataModule,Shortcut
251,RankSimilarity,AUPRC,1.0,VISION,ViT_B32,ColorDot_0_ImageNet100DataModule,Shortcut
252,SecondOrderCosineSimilarity,violation_rate,0.0,VISION,ViT_B32,ColorDot_0_ImageNet100DataModule,Shortcut
253,SecondOrderCosineSimilarity,AUPRC,1.0,VISION,ViT_B32,ColorDot_0_ImageNet100DataModule,Shortcut
254,AlignedCosineSimilarity,violation_rate,0.0,VISION,ViT_B32,ColorDot_0_ImageNet100DataModule,Shortcut
255,AlignedCosineSimilarity,AUPRC,1.0,VISION,ViT_B32,ColorDot_0_ImageNet100DataModule,Shortcut
256,OrthogonalAngularShapeMetricCentered,violation_rate,,VISION,ViT_B32,ColorDot_0_ImageNet100DataModule,Shortcut
257,OrthogonalAngularShapeMetricCentered,AUPRC,,VISION,ViT_B32,ColorDot_0_ImageNet100DataModule,Shortcut
258,OrthogonalProcrustesCenteredAndNormalized,violation_rate,,VISION,ViT_B32,ColorDot_0_ImageNet100DataModule,Shortcut
259,OrthogonalProcrustesCenteredAndNormalized,AUPRC,,VISION,ViT_B32,ColorDot_0_ImageNet100DataModule,Shortcut
260,PermutationProcrustes,violation_rate,,VISION,ViT_B32,ColorDot_0_ImageNet100DataModule,Shortcut
261,PermutationProcrustes,AUPRC,,VISION,ViT_B32,ColorDot_0_ImageNet100DataModule,Shortcut
262,ProcrustesSizeAndShapeDistance,violation_rate,,VISION,ViT_B32,ColorDot_0_ImageNet100DataModule,Shortcut
263,ProcrustesSizeAndShapeDistance,AUPRC,,VISION,ViT_B32,ColorDot_0_ImageNet100DataModule,Shortcut
264,RSA,violation_rate,0.0,VISION,ViT_B32,ColorDot_0_ImageNet100DataModule,Shortcut
265,RSA,AUPRC,1.0,VISION,ViT_B32,ColorDot_0_ImageNet100DataModule,Shortcut
266,RSMNormDifference,violation_rate,,VISION,ViT_B32,ColorDot_0_ImageNet100DataModule,Shortcut
267,RSMNormDifference,AUPRC,,VISION,ViT_B32,ColorDot_0_ImageNet100DataModule,Shortcut
268,ConcentricityDifference,violation_rate,,VISION,ViT_B32,ColorDot_0_ImageNet100DataModule,Shortcut
269,ConcentricityDifference,AUPRC,,VISION,ViT_B32,ColorDot_0_ImageNet100DataModule,Shortcut
270,MagnitudeDifference,violation_rate,,VISION,ViT_B32,ColorDot_0_ImageNet100DataModule,Shortcut
271,MagnitudeDifference,AUPRC,,VISION,ViT_B32,ColorDot_0_ImageNet100DataModule,Shortcut
272,UniformityDifference,violation_rate,,VISION,ViT_B32,ColorDot_0_ImageNet100DataModule,Shortcut
273,UniformityDifference,AUPRC,,VISION,ViT_B32,ColorDot_0_ImageNet100DataModule,Shortcut
274,CKA,violation_rate,0.0,VISION,ViT_B32,ColorDot_0_ImageNet100DataModule,Shortcut
275,CKA,AUPRC,1.0,VISION,ViT_B32,ColorDot_0_ImageNet100DataModule,Shortcut
276,PWCCA,violation_rate,0.034,VISION,ViT_L32,ColorDot_0_ImageNet100DataModule,Shortcut
277,PWCCA,AUPRC,0.9321236235029339,VISION,ViT_L32,ColorDot_0_ImageNet100DataModule,Shortcut
278,SVCCA,violation_rate,,VISION,ViT_L32,ColorDot_0_ImageNet100DataModule,Shortcut
279,SVCCA,AUPRC,,VISION,ViT_L32,ColorDot_0_ImageNet100DataModule,Shortcut
280,HardCorrelationMatch,violation_rate,,VISION,ViT_L32,ColorDot_0_ImageNet100DataModule,Shortcut
281,HardCorrelationMatch,AUPRC,,VISION,ViT_L32,ColorDot_0_ImageNet100DataModule,Shortcut
282,SoftCorrelationMatch,violation_rate,,VISION,ViT_L32,ColorDot_0_ImageNet100DataModule,Shortcut
283,SoftCorrelationMatch,AUPRC,,VISION,ViT_L32,ColorDot_0_ImageNet100DataModule,Shortcut
284,DistanceCorrelation,violation_rate,,VISION,ViT_L32,ColorDot_0_ImageNet100DataModule,Shortcut
285,DistanceCorrelation,AUPRC,,VISION,ViT_L32,ColorDot_0_ImageNet100DataModule,Shortcut
286,EigenspaceOverlapScore,violation_rate,,VISION,ViT_L32,ColorDot_0_ImageNet100DataModule,Shortcut
287,EigenspaceOverlapScore,AUPRC,,VISION,ViT_L32,ColorDot_0_ImageNet100DataModule,Shortcut
288,IMDScore,violation_rate,0.3353333333333333,VISION,ViT_L32,ColorDot_0_ImageNet100DataModule,Shortcut
289,IMDScore,AUPRC,0.3364251822595476,VISION,ViT_L32,ColorDot_0_ImageNet100DataModule,Shortcut
290,Gulp,violation_rate,,VISION,ViT_L32,ColorDot_0_ImageNet100DataModule,Shortcut
291,Gulp,AUPRC,,VISION,ViT_L32,ColorDot_0_ImageNet100DataModule,Shortcut
292,LinearRegression,violation_rate,,VISION,ViT_L32,ColorDot_0_ImageNet100DataModule,Shortcut
293,LinearRegression,AUPRC,,VISION,ViT_L32,ColorDot_0_ImageNet100DataModule,Shortcut
294,JaccardSimilarity,violation_rate,,VISION,ViT_L32,ColorDot_0_ImageNet100DataModule,Shortcut
295,JaccardSimilarity,AUPRC,,VISION,ViT_L32,ColorDot_0_ImageNet100DataModule,Shortcut
296,RankSimilarity,violation_rate,,VISION,ViT_L32,ColorDot_0_ImageNet100DataModule,Shortcut
297,RankSimilarity,AUPRC,,VISION,ViT_L32,ColorDot_0_ImageNet100DataModule,Shortcut
298,SecondOrderCosineSimilarity,violation_rate,,VISION,ViT_L32,ColorDot_0_ImageNet100DataModule,Shortcut
299,SecondOrderCosineSimilarity,AUPRC,,VISION,ViT_L32,ColorDot_0_ImageNet100DataModule,Shortcut
300,AlignedCosineSimilarity,violation_rate,,VISION,ViT_L32,ColorDot_0_ImageNet100DataModule,Shortcut
301,AlignedCosineSimilarity,AUPRC,,VISION,ViT_L32,ColorDot_0_ImageNet100DataModule,Shortcut
302,OrthogonalAngularShapeMetricCentered,violation_rate,,VISION,ViT_L32,ColorDot_0_ImageNet100DataModule,Shortcut
303,OrthogonalAngularShapeMetricCentered,AUPRC,,VISION,ViT_L32,ColorDot_0_ImageNet100DataModule,Shortcut
304,OrthogonalProcrustesCenteredAndNormalized,violation_rate,,VISION,ViT_L32,ColorDot_0_ImageNet100DataModule,Shortcut
305,OrthogonalProcrustesCenteredAndNormalized,AUPRC,,VISION,ViT_L32,ColorDot_0_ImageNet100DataModule,Shortcut
306,PermutationProcrustes,violation_rate,,VISION,ViT_L32,ColorDot_0_ImageNet100DataModule,Shortcut
307,PermutationProcrustes,AUPRC,,VISION,ViT_L32,ColorDot_0_ImageNet100DataModule,Shortcut
308,ProcrustesSizeAndShapeDistance,violation_rate,,VISION,ViT_L32,ColorDot_0_ImageNet100DataModule,Shortcut
309,ProcrustesSizeAndShapeDistance,AUPRC,,VISION,ViT_L32,ColorDot_0_ImageNet100DataModule,Shortcut
310,RSA,violation_rate,,VISION,ViT_L32,ColorDot_0_ImageNet100DataModule,Shortcut
311,RSA,AUPRC,,VISION,ViT_L32,ColorDot_0_ImageNet100DataModule,Shortcut
312,RSMNormDifference,violation_rate,,VISION,ViT_L32,ColorDot_0_ImageNet100DataModule,Shortcut
313,RSMNormDifference,AUPRC,,VISION,ViT_L32,ColorDot_0_ImageNet100DataModule,Shortcut
314,ConcentricityDifference,violation_rate,,VISION,ViT_L32,ColorDot_0_ImageNet100DataModule,Shortcut
315,ConcentricityDifference,AUPRC,,VISION,ViT_L32,ColorDot_0_ImageNet100DataModule,Shortcut
316,MagnitudeDifference,violation_rate,,VISION,ViT_L32,ColorDot_0_ImageNet100DataModule,Shortcut
317,MagnitudeDifference,AUPRC,,VISION,ViT_L32,ColorDot_0_ImageNet100DataModule,Shortcut
318,UniformityDifference,violation_rate,,VISION,ViT_L32,ColorDot_0_ImageNet100DataModule,Shortcut
319,UniformityDifference,AUPRC,,VISION,ViT_L32,ColorDot_0_ImageNet100DataModule,Shortcut
320,CKA,violation_rate,,VISION,ViT_L32,ColorDot_0_ImageNet100DataModule,Shortcut
321,CKA,AUPRC,,VISION,ViT_L32,ColorDot_0_ImageNet100DataModule,Shortcut
