,similarity_measure,quality_measure,value,domain,architecture,representation_dataset,identifier
222,ConcentricityDifference,violation_rate,0.08600000000000001,VISION,ResNet101,Gauss_Off_ImageNet100DataModule,GaussNoise
223,ConcentricityDifference,AUPRC,0.663363259660361,VISION,ResNet101,Gauss_Off_ImageNet100DataModule,GaussNoise
224,MagnitudeDifference,violation_rate,0.20866666666666667,VISION,ResNet101,Gauss_Off_ImageNet100DataModule,GaussNoise
225,MagnitudeDifference,AUPRC,0.4567419581277951,VISION,ResNet101,Gauss_Off_ImageNet100DataModule,GaussNoise
226,UniformityDifference,violation_rate,0.48933333333333334,VISION,ResNet101,Gauss_Off_ImageNet100DataModule,GaussNoise
227,UniformityDifference,AUPRC,0.22093280281165942,VISION,ResNet101,Gauss_Off_ImageNet100DataModule,GaussNoise
228,CKA,violation_rate,0.11266666666666668,VISION,ResNet101,Gauss_Off_ImageNet100DataModule,GaussNoise
229,CKA,AUPRC,0.673847933112639,VISION,ResNet101,Gauss_Off_ImageNet100DataModule,GaussNoise
230,PWCCA,violation_rate,,VISION,ViT_B32,Gauss_Off_ImageNet100DataModule,GaussNoise
231,PWCCA,AUPRC,0.38888888888888884,VISION,ViT_B32,Gauss_Off_ImageNet100DataModule,GaussNoise
232,SVCCA,violation_rate,0.48066666666666663,VISION,ViT_B32,Gauss_Off_ImageNet100DataModule,GaussNoise
233,SVCCA,AUPRC,0.2066887742148047,VISION,ViT_B32,Gauss_Off_ImageNet100DataModule,GaussNoise
234,HardCorrelationMatch,violation_rate,0.21999999999999997,VISION,ViT_B32,Gauss_Off_ImageNet100DataModule,GaussNoise
235,HardCorrelationMatch,AUPRC,0.4244873931759044,VISION,ViT_B32,Gauss_Off_ImageNet100DataModule,GaussNoise
236,SoftCorrelationMatch,violation_rate,0.21266666666666667,VISION,ViT_B32,Gauss_Off_ImageNet100DataModule,GaussNoise
237,SoftCorrelationMatch,AUPRC,0.4332378076905156,VISION,ViT_B32,Gauss_Off_ImageNet100DataModule,GaussNoise
238,DistanceCorrelation,violation_rate,0.25866666666666666,VISION,ViT_B32,Gauss_Off_ImageNet100DataModule,GaussNoise
239,DistanceCorrelation,AUPRC,0.385169380089256,VISION,ViT_B32,Gauss_Off_ImageNet100DataModule,GaussNoise
240,EigenspaceOverlapScore,violation_rate,0.14733333333333334,VISION,ViT_B32,Gauss_Off_ImageNet100DataModule,GaussNoise
241,EigenspaceOverlapScore,AUPRC,0.5996670959522622,VISION,ViT_B32,Gauss_Off_ImageNet100DataModule,GaussNoise
242,IMDScore,violation_rate,0.47933333333333333,VISION,ViT_B32,Gauss_Off_ImageNet100DataModule,GaussNoise
243,IMDScore,AUPRC,0.2344900213545137,VISION,ViT_B32,Gauss_Off_ImageNet100DataModule,GaussNoise
244,Gulp,violation_rate,0.14666666666666664,VISION,ViT_B32,Gauss_Off_ImageNet100DataModule,GaussNoise
245,Gulp,AUPRC,0.44545067570962704,VISION,ViT_B32,Gauss_Off_ImageNet100DataModule,GaussNoise
246,LinearRegression,violation_rate,0.34600000000000003,VISION,ViT_B32,Gauss_Off_ImageNet100DataModule,GaussNoise
247,LinearRegression,AUPRC,0.36508826832579655,VISION,ViT_B32,Gauss_Off_ImageNet100DataModule,GaussNoise
248,JaccardSimilarity,violation_rate,0.08666666666666667,VISION,ViT_B32,Gauss_Off_ImageNet100DataModule,GaussNoise
249,JaccardSimilarity,AUPRC,0.7190229804690588,VISION,ViT_B32,Gauss_Off_ImageNet100DataModule,GaussNoise
250,RankSimilarity,violation_rate,0.17600000000000002,VISION,ViT_B32,Gauss_Off_ImageNet100DataModule,GaussNoise
251,RankSimilarity,AUPRC,0.5098897184404431,VISION,ViT_B32,Gauss_Off_ImageNet100DataModule,GaussNoise
252,SecondOrderCosineSimilarity,violation_rate,0.152,VISION,ViT_B32,Gauss_Off_ImageNet100DataModule,GaussNoise
253,SecondOrderCosineSimilarity,AUPRC,0.582836502730903,VISION,ViT_B32,Gauss_Off_ImageNet100DataModule,GaussNoise
254,AlignedCosineSimilarity,violation_rate,0.07866666666666668,VISION,ViT_B32,Gauss_Off_ImageNet100DataModule,GaussNoise
255,AlignedCosineSimilarity,AUPRC,0.7566653522227961,VISION,ViT_B32,Gauss_Off_ImageNet100DataModule,GaussNoise
256,OrthogonalAngularShapeMetricCentered,violation_rate,0.08733333333333333,VISION,ViT_B32,Gauss_Off_ImageNet100DataModule,GaussNoise
257,OrthogonalAngularShapeMetricCentered,AUPRC,0.7414785968270623,VISION,ViT_B32,Gauss_Off_ImageNet100DataModule,GaussNoise
258,OrthogonalProcrustesCenteredAndNormalized,violation_rate,0.08733333333333333,VISION,ViT_B32,Gauss_Off_ImageNet100DataModule,GaussNoise
259,OrthogonalProcrustesCenteredAndNormalized,AUPRC,0.7414785968270623,VISION,ViT_B32,Gauss_Off_ImageNet100DataModule,GaussNoise
260,PermutationProcrustes,violation_rate,0.35200000000000004,VISION,ViT_B32,Gauss_Off_ImageNet100DataModule,GaussNoise
261,PermutationProcrustes,AUPRC,0.27891129720973196,VISION,ViT_B32,Gauss_Off_ImageNet100DataModule,GaussNoise
262,ProcrustesSizeAndShapeDistance,violation_rate,0.07533333333333332,VISION,ViT_B32,Gauss_Off_ImageNet100DataModule,GaussNoise
263,ProcrustesSizeAndShapeDistance,AUPRC,0.8061549868537533,VISION,ViT_B32,Gauss_Off_ImageNet100DataModule,GaussNoise
264,RSA,violation_rate,0.28733333333333333,VISION,ViT_B32,Gauss_Off_ImageNet100DataModule,GaussNoise
265,RSA,AUPRC,0.33788367797344643,VISION,ViT_B32,Gauss_Off_ImageNet100DataModule,GaussNoise
266,RSMNormDifference,violation_rate,0.428,VISION,ViT_B32,Gauss_Off_ImageNet100DataModule,GaussNoise
267,RSMNormDifference,AUPRC,0.23978362834126585,VISION,ViT_B32,Gauss_Off_ImageNet100DataModule,GaussNoise
268,ConcentricityDifference,violation_rate,0.256,VISION,ViT_B32,Gauss_Off_ImageNet100DataModule,GaussNoise
269,ConcentricityDifference,AUPRC,0.4063660192312934,VISION,ViT_B32,Gauss_Off_ImageNet100DataModule,GaussNoise
270,MagnitudeDifference,violation_rate,0.25466666666666665,VISION,ViT_B32,Gauss_Off_ImageNet100DataModule,GaussNoise
271,MagnitudeDifference,AUPRC,0.42636396669620497,VISION,ViT_B32,Gauss_Off_ImageNet100DataModule,GaussNoise
272,UniformityDifference,violation_rate,1.0,VISION,ViT_B32,Gauss_Off_ImageNet100DataModule,GaussNoise
273,UniformityDifference,AUPRC,0.16666666666666666,VISION,ViT_B32,Gauss_Off_ImageNet100DataModule,GaussNoise
274,CKA,violation_rate,0.272,VISION,ViT_B32,Gauss_Off_ImageNet100DataModule,GaussNoise
275,CKA,AUPRC,0.3747501255127276,VISION,ViT_B32,Gauss_Off_ImageNet100DataModule,GaussNoise
276,PWCCA,violation_rate,0.10666666666666665,VISION,ViT_L32,Gauss_Off_ImageNet100DataModule,GaussNoise
277,PWCCA,AUPRC,0.6931666100842255,VISION,ViT_L32,Gauss_Off_ImageNet100DataModule,GaussNoise
278,SVCCA,violation_rate,0.39199999999999996,VISION,ViT_L32,Gauss_Off_ImageNet100DataModule,GaussNoise
279,SVCCA,AUPRC,0.2862286900193864,VISION,ViT_L32,Gauss_Off_ImageNet100DataModule,GaussNoise
280,HardCorrelationMatch,violation_rate,0.13733333333333334,VISION,ViT_L32,Gauss_Off_ImageNet100DataModule,GaussNoise
281,HardCorrelationMatch,AUPRC,0.6425961373890533,VISION,ViT_L32,Gauss_Off_ImageNet100DataModule,GaussNoise
282,SoftCorrelationMatch,violation_rate,0.13733333333333334,VISION,ViT_L32,Gauss_Off_ImageNet100DataModule,GaussNoise
283,SoftCorrelationMatch,AUPRC,0.6448313004504954,VISION,ViT_L32,Gauss_Off_ImageNet100DataModule,GaussNoise
284,DistanceCorrelation,violation_rate,0.064,VISION,ViT_L32,Gauss_Off_ImageNet100DataModule,GaussNoise
285,DistanceCorrelation,AUPRC,0.702652576181988,VISION,ViT_L32,Gauss_Off_ImageNet100DataModule,GaussNoise
286,EigenspaceOverlapScore,violation_rate,0.12333333333333334,VISION,ViT_L32,Gauss_Off_ImageNet100DataModule,GaussNoise
287,EigenspaceOverlapScore,AUPRC,0.7162875824716431,VISION,ViT_L32,Gauss_Off_ImageNet100DataModule,GaussNoise
288,IMDScore,violation_rate,0.5,VISION,ViT_L32,Gauss_Off_ImageNet100DataModule,GaussNoise
289,IMDScore,AUPRC,0.2114552231569049,VISION,ViT_L32,Gauss_Off_ImageNet100DataModule,GaussNoise
290,Gulp,violation_rate,0.12133333333333333,VISION,ViT_L32,Gauss_Off_ImageNet100DataModule,GaussNoise
291,Gulp,AUPRC,0.7194816106656714,VISION,ViT_L32,Gauss_Off_ImageNet100DataModule,GaussNoise
292,LinearRegression,violation_rate,0.058666666666666666,VISION,ViT_L32,Gauss_Off_ImageNet100DataModule,GaussNoise
293,LinearRegression,AUPRC,0.8491009110714992,VISION,ViT_L32,Gauss_Off_ImageNet100DataModule,GaussNoise
294,JaccardSimilarity,violation_rate,0.06866666666666667,VISION,ViT_L32,Gauss_Off_ImageNet100DataModule,GaussNoise
295,JaccardSimilarity,AUPRC,0.8077585973251608,VISION,ViT_L32,Gauss_Off_ImageNet100DataModule,GaussNoise
296,RankSimilarity,violation_rate,0.12666666666666668,VISION,ViT_L32,Gauss_Off_ImageNet100DataModule,GaussNoise
297,RankSimilarity,AUPRC,0.6520163660106114,VISION,ViT_L32,Gauss_Off_ImageNet100DataModule,GaussNoise
298,SecondOrderCosineSimilarity,violation_rate,0.06066666666666667,VISION,ViT_L32,Gauss_Off_ImageNet100DataModule,GaussNoise
299,SecondOrderCosineSimilarity,AUPRC,0.8367080584624516,VISION,ViT_L32,Gauss_Off_ImageNet100DataModule,GaussNoise
300,AlignedCosineSimilarity,violation_rate,0.062,VISION,ViT_L32,Gauss_Off_ImageNet100DataModule,GaussNoise
301,AlignedCosineSimilarity,AUPRC,0.7452585377585376,VISION,ViT_L32,Gauss_Off_ImageNet100DataModule,GaussNoise
302,OrthogonalAngularShapeMetricCentered,violation_rate,0.04066666666666666,VISION,ViT_L32,Gauss_Off_ImageNet100DataModule,GaussNoise
303,OrthogonalAngularShapeMetricCentered,AUPRC,0.800951455951456,VISION,ViT_L32,Gauss_Off_ImageNet100DataModule,GaussNoise
304,OrthogonalProcrustesCenteredAndNormalized,violation_rate,0.04066666666666666,VISION,ViT_L32,Gauss_Off_ImageNet100DataModule,GaussNoise
305,OrthogonalProcrustesCenteredAndNormalized,AUPRC,0.800951455951456,VISION,ViT_L32,Gauss_Off_ImageNet100DataModule,GaussNoise
306,PermutationProcrustes,violation_rate,0.1446666666666667,VISION,ViT_L32,Gauss_Off_ImageNet100DataModule,GaussNoise
307,PermutationProcrustes,AUPRC,0.6144295126396998,VISION,ViT_L32,Gauss_Off_ImageNet100DataModule,GaussNoise
308,ProcrustesSizeAndShapeDistance,violation_rate,0.026,VISION,ViT_L32,Gauss_Off_ImageNet100DataModule,GaussNoise
309,ProcrustesSizeAndShapeDistance,AUPRC,0.9056222627275258,VISION,ViT_L32,Gauss_Off_ImageNet100DataModule,GaussNoise
310,RSA,violation_rate,0.11733333333333333,VISION,ViT_L32,Gauss_Off_ImageNet100DataModule,GaussNoise
311,RSA,AUPRC,0.5931358721625614,VISION,ViT_L32,Gauss_Off_ImageNet100DataModule,GaussNoise
312,RSMNormDifference,violation_rate,0.302,VISION,ViT_L32,Gauss_Off_ImageNet100DataModule,GaussNoise
313,RSMNormDifference,AUPRC,0.322393337497344,VISION,ViT_L32,Gauss_Off_ImageNet100DataModule,GaussNoise
314,ConcentricityDifference,violation_rate,0.49066666666666664,VISION,ViT_L32,Gauss_Off_ImageNet100DataModule,GaussNoise
315,ConcentricityDifference,AUPRC,0.2755843488310557,VISION,ViT_L32,Gauss_Off_ImageNet100DataModule,GaussNoise
316,MagnitudeDifference,violation_rate,0.5406666666666666,VISION,ViT_L32,Gauss_Off_ImageNet100DataModule,GaussNoise
317,MagnitudeDifference,AUPRC,0.17991668414510245,VISION,ViT_L32,Gauss_Off_ImageNet100DataModule,GaussNoise
318,UniformityDifference,violation_rate,1.0,VISION,ViT_L32,Gauss_Off_ImageNet100DataModule,GaussNoise
319,UniformityDifference,AUPRC,0.16666666666666666,VISION,ViT_L32,Gauss_Off_ImageNet100DataModule,GaussNoise
320,CKA,violation_rate,0.062,VISION,ViT_L32,Gauss_Off_ImageNet100DataModule,GaussNoise
321,CKA,AUPRC,0.7133363368657486,VISION,ViT_L32,Gauss_Off_ImageNet100DataModule,GaussNoise
